Date,Start (ET),Visitor/Neutral,PTS_Visitor,Home/Neutral,PTS_Home,Unnamed: 6,Unnamed: 7,Attend.,Arena,Notes,Game_Code
2019-03-16,7:00p,Phoenix Suns,138,New Orleans Pelicans,136,Box Score,OT,17641,Smoothie King Center,,16032019_phx_no
2019-03-16,8:30p,Golden State Warriors,110,Oklahoma City Thunder,88,Box Score,,18203,Chesapeake Energy Arena,,16032019_gs_okc
2019-03-16,8:30p,Portland Trail Blazers,103,San Antonio Spurs,108,Box Score,,18354,AT&T Center,,16032019_por_sa
2019-03-16,9:00p,Brooklyn Nets,98,Utah Jazz,114,Box Score,,18306,Vivint Smart Home Arena,,16032019_bkn_uta
2019-03-16,7:00p,Memphis Grizzlies,128,Washington Wizards,135,Box Score,,19750,Capital One Arena,,16032019_mem_wsh
2019-03-17,4:00p,Toronto Raptors,107,Detroit Pistons,110,Box Score,,19277,Little Caesars Arena,,17032019_tor_det
2019-03-17,9:00p,Minnesota Timberwolves,102,Houston Rockets,117,Box Score,,18055,Toyota Center,,17032019_min_hou
2019-03-17,9:00p,Brooklyn Nets,116,Los Angeles Clippers,119,Box Score,,17247,STAPLES Center,,17032019_bkn_lac
2019-03-17,1:00p,Charlotte Hornets,75,Miami Heat,93,Box Score,,19600,AmericanAirlines Arena,,17032019_cha_mia
2019-03-17,3:30p,Philadelphia 76ers,130,Milwaukee Bucks,125,Box Score,,18148,Fiserv Forum,,17032019_phi_mil
2019-03-17,12:00p,Los Angeles Lakers,123,New York Knicks,124,Box Score,,19812,Madison Square Garden (IV),,17032019_lal_ny
2019-03-17,6:00p,Atlanta Hawks,91,Orlando Magic,101,Box Score,,18045,Amway Center,,17032019_atl_orl
2019-03-17,6:00p,Chicago Bulls,102,Sacramento Kings,129,Box Score,,17583,Golden 1 Center,,17032019_chi_sac
2019-03-18,7:30p,Denver Nuggets,114,Boston Celtics,105,Box Score,,18624,TD Garden,,18032019_den_bos
2019-03-18,7:00p,Detroit Pistons,119,Cleveland Cavaliers,126,Box Score,,18465,Quicken Loans Arena,,18032019_det_cle
2019-03-18,8:30p,New Orleans Pelicans,129,Dallas Mavericks,125,Box Score,OT,20276,American Airlines Center,,18032019_no_dal
2019-03-18,8:00p,Miami Heat,116,Oklahoma City Thunder,107,Box Score,,18203,Chesapeake Energy Arena,,18032019_mia_okc
2019-03-18,10:00p,Chicago Bulls,116,Phoenix Suns,101,Box Score,,15879,Talking Stick Resort Arena,,18032019_chi_phx
2019-03-18,10:30p,Indiana Pacers,98,Portland Trail Blazers,106,Box Score,,19393,Moda Center,,18032019_ind_por
2019-03-18,8:00p,Golden State Warriors,105,San Antonio Spurs,111,Box Score,,18354,AT&T Center,,18032019_gs_sa
2019-03-18,7:30p,New York Knicks,92,Toronto Raptors,128,Box Score,,19800,Scotiabank Arena,,18032019_ny_tor
2019-03-18,7:00p,Utah Jazz,116,Washington Wizards,95,Box Score,,15637,Capital One Arena,,18032019_uta_wsh
2019-03-19,7:30p,Houston Rockets,121,Atlanta Hawks,105,Box Score,,16293,State Farm Arena,,19032019_hou_atl
2019-03-19,7:00p,Philadelphia 76ers,118,Charlotte Hornets,114,Box Score,,16411,Spectrum Center,,19032019_phi_cha
2019-03-19,10:30p,Indiana Pacers,109,Los Angeles Clippers,115,Box Score,,16043,STAPLES Center,,19032019_ind_lac
2019-03-19,8:00p,Los Angeles Lakers,101,Milwaukee Bucks,115,Box Score,,17879,Fiserv Forum,,19032019_lal_mil
2019-03-19,8:00p,Golden State Warriors,117,Minnesota Timberwolves,107,Box Score,,17964,Target Center,,19032019_gs_min
2019-03-19,10:00p,Brooklyn Nets,123,Sacramento Kings,121,Box Score,,17583,Golden 1 Center,,19032019_bkn_sac
2019-03-20,8:00p,Washington Wizards,120,Chicago Bulls,126,Box Score,OT,19470,United Center,,20032019_wsh_chi
2019-03-20,7:00p,Milwaukee Bucks,102,Cleveland Cavaliers,107,Box Score,,19432,Quicken Loans Arena,,20032019_mil_cle
2019-03-20,8:00p,Houston Rockets,125,Memphis Grizzlies,126,Box Score,OT,16691,FedEx Forum,,20032019_hou_mem
2019-03-20,7:30p,Utah Jazz,137,New York Knicks,116,Box Score,,18530,Madison Square Garden (IV),,20032019_uta_ny
2019-03-20,9:30p,Toronto Raptors,123,Oklahoma City Thunder,114,Box Score,OT,18203,Chesapeake Energy Arena,,20032019_tor_okc
2019-03-20,7:00p,New Orleans Pelicans,96,Orlando Magic,119,Box Score,,17005,Amway Center,,20032019_no_orl
2019-03-20,7:00p,Boston Celtics,115,Philadelphia 76ers,118,Box Score,,20606,Wells Fargo Center,,20032019_bos_phi
2019-03-20,10:00p,Dallas Mavericks,118,Portland Trail Blazers,126,Box Score,,19803,Moda Center,,20032019_dal_por
2019-03-20,8:30p,Miami Heat,110,San Antonio Spurs,105,Box Score,,18354,AT&T Center,,20032019_mia_sa
2019-03-21,7:30p,Utah Jazz,114,Atlanta Hawks,117,Box Score,,15569,State Farm Arena,,21032019_uta_atl
2019-03-21,7:00p,Minnesota Timberwolves,106,Charlotte Hornets,113,Box Score,,15576,Spectrum Center,,21032019_min_cha
2019-03-21,10:30p,Indiana Pacers,89,Golden State Warriors,112,Box Score,,19596,Oracle Arena,,21032019_ind_gs
2019-03-21,10:00p,Detroit Pistons,118,Phoenix Suns,98,Box Score,,16066,Talking Stick Resort Arena,,21032019_det_phx
2019-03-21,10:00p,Dallas Mavericks,100,Sacramento Kings,116,Box Score,,17583,Golden 1 Center,,21032019_dal_sac
2019-03-21,7:00p,Denver Nuggets,113,Washington Wizards,108,Box Score,,15986,Capital One Arena,,21032019_den_wsh
2019-03-22,7:30p,Los Angeles Clippers,110,Cleveland Cavaliers,108,Box Score,,19432,Quicken Loans Arena,,22032019_lac_cle
2019-03-22,8:00p,San Antonio Spurs,105,Houston Rockets,111,Box Score,,18055,Toyota Center,,22032019_sa_hou
2019-03-22,10:30p,Brooklyn Nets,111,Los Angeles Lakers,106,Box Score,,18997,STAPLES Center,,22032019_bkn_lal
2019-03-22,8:30p,Miami Heat,87,Milwaukee Bucks,116,Box Score,,18094,Fiserv Forum,,22032019_mia_mil
2019-03-22,7:30p,Denver Nuggets,111,New York Knicks,93,Box Score,,19290,Madison Square Garden (IV),,22032019_den_ny
2019-03-22,7:00p,Memphis Grizzlies,119,Orlando Magic,123,Box Score,OT,18025,Amway Center,,22032019_mem_orl
2019-03-22,7:30p,Oklahoma City Thunder,116,Toronto Raptors,109,Box Score,,20014,Scotiabank Arena,,22032019_okc_tor
2019-03-23,7:30p,Philadelphia 76ers,127,Atlanta Hawks,129,Box Score,,16640,State Farm Arena,,23032019_phi_atl
2019-03-23,6:00p,Boston Celtics,117,Charlotte Hornets,124,Box Score,,19438,Spectrum Center,,23032019_bos_cha
2019-03-23,8:00p,Utah Jazz,114,Chicago Bulls,83,Box Score,,20506,United Center,,23032019_uta_chi
2019-03-23,8:30p,Dallas Mavericks,126,Golden State Warriors,91,Box Score,,19596,Oracle Arena,,23032019_dal_gs
2019-03-23,8:00p,Minnesota Timberwolves,112,Memphis Grizzlies,99,Box Score,,16977,FedEx Forum,,23032019_min_mem
2019-03-23,10:00p,Detroit Pistons,112,Portland Trail Blazers,117,Box Score,,19815,Moda Center,,23032019_det_por
2019-03-23,10:00p,Phoenix Suns,103,Sacramento Kings,112,Box Score,,17583,Golden 1 Center,,23032019_phx_sac
2019-03-23,7:00p,Miami Heat,113,Washington Wizards,108,Box Score,,20409,Capital One Arena,,23032019_mia_wsh
2019-03-24,7:30p,San Antonio Spurs,115,Boston Celtics,96,Box Score,,18624,TD Garden,,24032019_sa_bos
2019-03-24,8:30p,Detroit Pistons,114,Golden State Warriors,121,Box Score,,19596,Oracle Arena,,24032019_det_gs
2019-03-24,5:00p,Denver Nuggets,88,Indiana Pacers,124,Box Score,,17923,Bankers Life Fieldhouse,,24032019_den_ind
2019-03-24,9:30p,Sacramento Kings,106,Los Angeles Lakers,111,Box Score,,18997,STAPLES Center,,24032019_sac_lal
2019-03-24,4:30p,Cleveland Cavaliers,105,Milwaukee Bucks,127,Box Score,,17930,Fiserv Forum,,24032019_cle_mil
2019-03-24,7:00p,Houston Rockets,113,New Orleans Pelicans,90,Box Score,,17048,Smoothie King Center,,24032019_hou_no
2019-03-24,12:00p,Los Angeles Clippers,124,New York Knicks,113,Box Score,,18263,Madison Square Garden (IV),,24032019_lac_ny
2019-03-24,6:00p,Charlotte Hornets,115,Toronto Raptors,114,Box Score,,19800,Scotiabank Arena,,24032019_cha_tor
2019-03-25,8:00p,Oklahoma City Thunder,103,Memphis Grizzlies,115,Box Score,,15144,FedEx Forum,,25032019_okc_mem
2019-03-25,7:00p,Philadelphia 76ers,98,Orlando Magic,119,Box Score,,16848,Amway Center,,25032019_phi_orl
2019-03-25,10:00p,Brooklyn Nets,144,Portland Trail Blazers,148,Box Score,2OT,20188,Moda Center,,25032019_bkn_por
2019-03-25,9:00p,Phoenix Suns,92,Utah Jazz,125,Box Score,,18306,Vivint Smart Home Arena,,25032019_phx_uta
2019-03-26,7:00p,San Antonio Spurs,116,Charlotte Hornets,125,Box Score,OT,14227,Spectrum Center,,26032019_sa_cha
2019-03-26,7:00p,Boston Celtics,116,Cleveland Cavaliers,106,Box Score,,19432,Quicken Loans Arena,,26032019_bos_cle
2019-03-26,8:30p,Sacramento Kings,125,Dallas Mavericks,121,Box Score,,20168,American Airlines Center,,26032019_sac_dal
2019-03-26,9:00p,Detroit Pistons,92,Denver Nuggets,95,Box Score,,19520,Pepsi Center,,26032019_det_den
2019-03-26,10:30p,Washington Wizards,106,Los Angeles Lakers,124,Box Score,,18997,STAPLES Center,,26032019_wsh_lal
2019-03-26,7:30p,Orlando Magic,104,Miami Heat,99,Box Score,,19704,AmericanAirlines Arena,,26032019_orl_mia
2019-03-26,8:00p,Houston Rockets,94,Milwaukee Bucks,108,Box Score,,17910,Fiserv Forum,,26032019_hou_mil
2019-03-26,8:00p,Los Angeles Clippers,122,Minnesota Timberwolves,111,Box Score,,13176,Target Center,,26032019_lac_min
2019-03-26,8:00p,Atlanta Hawks,130,New Orleans Pelicans,120,Box Score,,14751,Smoothie King Center,,26032019_atl_no
2019-03-26,7:30p,Chicago Bulls,103,Toronto Raptors,112,Box Score,,19800,Scotiabank Arena,,26032019_chi_tor
2019-03-27,8:00p,Portland Trail Blazers,118,Chicago Bulls,98,Box Score,,20227,United Center,,27032019_por_chi
2019-03-27,8:00p,Golden State Warriors,118,Memphis Grizzlies,103,Box Score,,17794,FedEx Forum,,27032019_gs_mem
2019-03-27,8:00p,Indiana Pacers,99,Oklahoma City Thunder,107,Box Score,,18203,Chesapeake Energy Arena,,27032019_ind_okc
2019-03-27,10:00p,Washington Wizards,124,Phoenix Suns,121,Box Score,,16004,Talking Stick Resort Arena,,27032019_wsh_phx
2019-03-27,10:30p,Los Angeles Lakers,100,Utah Jazz,115,Box Score,,18306,Vivint Smart Home Arena,,27032019_lal_uta
2019-03-28,7:00p,Orlando Magic,98,Detroit Pistons,115,Box Score,,18128,Little Caesars Arena,,28032019_orl_det
2019-03-28,8:00p,Denver Nuggets,85,Houston Rockets,112,Box Score,,18055,Toyota Center,,28032019_den_hou
2019-03-28,7:30p,Dallas Mavericks,99,Miami Heat,105,Box Score,,19851,AmericanAirlines Arena,,28032019_dal_mia
2019-03-28,8:00p,Los Angeles Clippers,118,Milwaukee Bucks,128,Box Score,,17922,Fiserv Forum,,28032019_lac_mil
2019-03-28,8:00p,Sacramento Kings,118,New Orleans Pelicans,121,Box Score,,13976,Smoothie King Center,,28032019_sac_no
2019-03-28,7:30p,Toronto Raptors,117,New York Knicks,92,Box Score,,19812,Madison Square Garden (IV),,28032019_tor_ny
2019-03-28,7:00p,Brooklyn Nets,110,Philadelphia 76ers,123,Box Score,,20547,Wells Fargo Center,,28032019_bkn_phi
2019-03-28,8:30p,Cleveland Cavaliers,110,San Antonio Spurs,116,Box Score,,18756,AT&T Center,,28032019_cle_sa
2019-03-29,7:30p,Portland Trail Blazers,118,Atlanta Hawks,98,Box Score,,16182,State Farm Arena,,29032019_por_atl
2019-03-29,7:00p,Indiana Pacers,112,Boston Celtics,114,Box Score,,18624,TD Garden,,29032019_ind_bos
2019-03-29,10:30p,Charlotte Hornets,115,Los Angeles Lakers,129,Box Score,,18997,STAPLES Center,,29032019_cha_lal
2019-03-29,8:00p,Golden State Warriors,130,Minnesota Timberwolves,131,Box Score,OT,18978,Target Center,,29032019_gs_min
2019-03-29,8:00p,Denver Nuggets,115,Oklahoma City Thunder,105,Box Score,,18203,Chesapeake Energy Arena,,29032019_den_okc
2019-03-29,9:00p,Washington Wizards,124,Utah Jazz,128,Box Score,,18306,Vivint Smart Home Arena,,29032019_wsh_uta
2019-03-30,6:00p,Boston Celtics,96,Brooklyn Nets,110,Box Score,,17732,Barclays Center,,30032019_bos_bkn
2019-03-30,8:00p,Toronto Raptors,124,Chicago Bulls,101,Box Score,,21238,United Center,,30032019_tor_chi
2019-03-30,7:00p,Portland Trail Blazers,90,Detroit Pistons,99,Box Score,,18592,Little Caesars Arena,,30032019_por_det
2019-03-30,6:00p,Sacramento Kings,108,Houston Rockets,119,Box Score,,18055,Toyota Center,,30032019_sac_hou
2019-03-30,7:00p,Orlando Magic,121,Indiana Pacers,116,Box Score,,17923,Bankers Life Fieldhouse,,30032019_orl_ind
2019-03-30,3:30p,Cleveland Cavaliers,108,Los Angeles Clippers,132,Box Score,,16439,STAPLES Center,,30032019_cle_lac
2019-03-30,8:00p,Philadelphia 76ers,118,Minnesota Timberwolves,109,Box Score,,18978,Target Center,,30032019_phi_min
2019-03-30,7:30p,Miami Heat,100,New York Knicks,92,Box Score,,19812,Madison Square Garden (IV),,30032019_mia_ny
2019-03-30,10:00p,Memphis Grizzlies,120,Phoenix Suns,115,Box Score,,16647,Talking Stick Resort Arena,,30032019_mem_phx
2019-03-31,12:30p,Milwaukee Bucks,135,Atlanta Hawks,136,Box Score,OT,16660,State Farm Arena,,31032019_mil_atl
2019-03-31,8:00p,Washington Wizards,95,Denver Nuggets,90,Box Score,,17356,Pepsi Center,,31032019_wsh_den
2019-03-31,8:30p,Charlotte Hornets,90,Golden State Warriors,137,Box Score,,19596,Oracle Arena,,31032019_cha_gs
2019-03-31,10:30p,Memphis Grizzlies,96,Los Angeles Clippers,113,Box Score,,16740,STAPLES Center,,31032019_mem_lac
2019-03-31,6:00p,Los Angeles Lakers,130,New Orleans Pelicans,102,Box Score,,18562,Smoothie King Center,,31032019_lal_no
2019-03-31,3:30p,Dallas Mavericks,106,Oklahoma City Thunder,103,Box Score,,18203,Chesapeake Energy Arena,,31032019_dal_okc
2019-03-31,7:00p,Sacramento Kings,113,San Antonio Spurs,106,Box Score,,18407,AT&T Center,,31032019_sac_sa
2019-04-01,7:30p,Miami Heat,105,Boston Celtics,110,Box Score,,18624,TD Garden,,01042019_mia_bos
2019-04-01,7:30p,Milwaukee Bucks,131,Brooklyn Nets,121,Box Score,,17732,Barclays Center,,01042019_mil_bkn
2019-04-01,8:30p,Philadelphia 76ers,102,Dallas Mavericks,122,Box Score,,19645,American Airlines Center,,01042019_phi_dal
2019-04-01,7:00p,Detroit Pistons,102,Indiana Pacers,111,Box Score,,15760,Bankers Life Fieldhouse,,01042019_det_ind
2019-04-01,8:00p,Portland Trail Blazers,132,Minnesota Timberwolves,122,Box Score,,11209,Target Center,,01042019_por_min
2019-04-01,7:30p,Chicago Bulls,105,New York Knicks,113,Box Score,,18874,Madison Square Garden (IV),,01042019_chi_ny
2019-04-01,10:00p,Cleveland Cavaliers,113,Phoenix Suns,122,Box Score,,14050,Talking Stick Resort Arena,,01042019_cle_phx
2019-04-01,7:30p,Orlando Magic,109,Toronto Raptors,121,Box Score,,19800,Scotiabank Arena,,01042019_orl_tor
2019-04-01,9:00p,Charlotte Hornets,102,Utah Jazz,111,Box Score,,18306,Vivint Smart Home Arena,,01042019_cha_uta
2019-04-02,10:30p,Denver Nuggets,102,Golden State Warriors,116,Box Score,,19596,Oracle Arena,,02042019_den_gs
2019-04-02,8:00p,Los Angeles Lakers,103,Oklahoma City Thunder,119,Box Score,,18203,Chesapeake Energy Arena,,02042019_lal_okc
2019-04-02,10:00p,Houston Rockets,130,Sacramento Kings,105,Box Score,,17583,Golden 1 Center,,02042019_hou_sac
2019-04-02,8:30p,Atlanta Hawks,111,San Antonio Spurs,117,Box Score,,18354,AT&T Center,,02042019_atl_sa
2019-04-03,7:30p,Philadelphia 76ers,122,Atlanta Hawks,130,Box Score,,16638,State Farm Arena,,03042019_phi_atl
2019-04-03,7:30p,Toronto Raptors,115,Brooklyn Nets,105,Box Score,,17732,Barclays Center,,03042019_tor_bkn
2019-04-03,8:30p,Minnesota Timberwolves,110,Dallas Mavericks,108,Box Score,,19576,American Airlines Center,,03042019_min_dal
2019-04-03,9:00p,San Antonio Spurs,85,Denver Nuggets,113,Box Score,,17643,Pepsi Center,,03042019_sa_den
2019-04-03,7:00p,Indiana Pacers,108,Detroit Pistons,89,Box Score,,18984,Little Caesars Arena,,03042019_ind_det
2019-04-03,10:30p,Houston Rockets,135,Los Angeles Clippers,103,Box Score,,17593,STAPLES Center,,03042019_hou_lac
2019-04-03,7:30p,Boston Celtics,112,Miami Heat,102,Box Score,,19904,AmericanAirlines Arena,,03042019_bos_mia
2019-04-03,8:00p,Charlotte Hornets,115,New Orleans Pelicans,109,Box Score,,16844,Smoothie King Center,,03042019_cha_no
2019-04-03,7:00p,New York Knicks,100,Orlando Magic,114,Box Score,,18846,Amway Center,,03042019_ny_orl
2019-04-03,10:00p,Utah Jazz,118,Phoenix Suns,97,Box Score,,15797,Talking Stick Resort Arena,,03042019_uta_phx
2019-04-03,10:00p,Memphis Grizzlies,89,Portland Trail Blazers,116,Box Score,,19608,Moda Center,,03042019_mem_por
2019-04-03,7:00p,Chicago Bulls,115,Washington Wizards,114,Box Score,,16616,Capital One Arena,,03042019_chi_wsh
2019-04-04,10:30p,Golden State Warriors,108,Los Angeles Lakers,90,Box Score,,18997,STAPLES Center,,04042019_gs_lal
2019-04-04,8:00p,Milwaukee Bucks,128,Philadelphia 76ers,122,Box Score,,20701,Wells Fargo Center,,04042019_mil_phi
2019-04-04,10:00p,Cleveland Cavaliers,104,Sacramento Kings,117,Box Score,,17583,Golden 1 Center,,04042019_cle_sac
2019-04-05,7:00p,Toronto Raptors,111,Charlotte Hornets,113,Box Score,,18684,Spectrum Center,,05042019_tor_cha
2019-04-05,8:30p,Memphis Grizzlies,122,Dallas Mavericks,112,Box Score,,20111,American Airlines Center,,05042019_mem_dal
2019-04-05,10:30p,Portland Trail Blazers,110,Denver Nuggets,119,Box Score,,19928,Pepsi Center,,05042019_por_den
2019-04-05,10:30p,Cleveland Cavaliers,114,Golden State Warriors,120,Box Score,,19596,Oracle Arena,,05042019_cle_gs
2019-04-05,8:00p,New York Knicks,96,Houston Rockets,120,Box Score,,18055,Toyota Center,,05042019_ny_hou
2019-04-05,8:00p,Boston Celtics,117,Indiana Pacers,97,Box Score,,17371,Bankers Life Fieldhouse,,05042019_bos_ind
2019-04-05,10:30p,Los Angeles Lakers,122,Los Angeles Clippers,117,Box Score,,17910,STAPLES Center,,05042019_lal_lac
2019-04-05,8:00p,Miami Heat,109,Minnesota Timberwolves,111,Box Score,,17763,Target Center,,05042019_mia_min
2019-04-05,8:00p,Detroit Pistons,110,Oklahoma City Thunder,123,Box Score,,18203,Chesapeake Energy Arena,,05042019_det_okc
2019-04-05,7:00p,Atlanta Hawks,113,Orlando Magic,149,Box Score,,18999,Amway Center,,05042019_atl_orl
2019-04-05,10:00p,New Orleans Pelicans,126,Phoenix Suns,133,Box Score,OT,16410,Talking Stick Resort Arena,,05042019_no_phx
2019-04-05,9:00p,Sacramento Kings,98,Utah Jazz,119,Box Score,,18306,Vivint Smart Home Arena,,05042019_sac_uta
2019-04-05,7:00p,San Antonio Spurs,129,Washington Wizards,112,Box Score,,20409,Capital One Arena,,05042019_sa_wsh
2019-04-06,8:00p,Philadelphia 76ers,116,Chicago Bulls,96,Box Score,,21059,United Center,,06042019_phi_chi
2019-04-06,5:00p,Brooklyn Nets,133,Milwaukee Bucks,128,Box Score,,18116,Fiserv Forum,,06042019_bkn_mil
2019-04-07,7:30p,Orlando Magic,116,Boston Celtics,108,Box Score,,18624,TD Garden,,07042019_orl_bos
2019-04-07,3:00p,San Antonio Spurs,112,Cleveland Cavaliers,90,Box Score,,19432,Quicken Loans Arena,,07042019_sa_cle
2019-04-07,4:00p,Charlotte Hornets,104,Detroit Pistons,91,Box Score,,19871,Little Caesars Arena,,07042019_cha_det
2019-04-07,8:30p,Los Angeles Clippers,104,Golden State Warriors,131,Box Score,,19596,Oracle Arena,,07042019_lac_gs
2019-04-07,7:00p,Phoenix Suns,113,Houston Rockets,149,Box Score,,18055,Toyota Center,,07042019_phx_hou
2019-04-07,5:00p,Brooklyn Nets,108,Indiana Pacers,96,Box Score,,16197,Bankers Life Fieldhouse,,07042019_bkn_ind
2019-04-07,9:30p,Utah Jazz,109,Los Angeles Lakers,113,Box Score,,18997,STAPLES Center,,07042019_uta_lal
2019-04-07,6:00p,Dallas Mavericks,129,Memphis Grizzlies,127,Box Score,OT,16744,FedEx Forum,,07042019_dal_mem
2019-04-07,7:00p,Atlanta Hawks,107,Milwaukee Bucks,115,Box Score,,17775,Fiserv Forum,,07042019_atl_mil
2019-04-07,3:30p,Oklahoma City Thunder,132,Minnesota Timberwolves,126,Box Score,,18978,Target Center,,07042019_okc_min
2019-04-07,7:30p,Washington Wizards,110,New York Knicks,113,Box Score,,19812,Madison Square Garden (IV),,07042019_wsh_ny
2019-04-07,9:00p,Denver Nuggets,108,Portland Trail Blazers,115,Box Score,,19890,Moda Center,,07042019_den_por
2019-04-07,9:00p,New Orleans Pelicans,133,Sacramento Kings,129,Box Score,,17583,Golden 1 Center,,07042019_no_sac
2019-04-07,12:00p,Miami Heat,109,Toronto Raptors,117,Box Score,OT,19800,Scotiabank Arena,,07042019_mia_tor
2019-04-09,8:00p,New York Knicks,96,Chicago Bulls,86,Box Score,,21350,United Center,,09042019_ny_chi
2019-04-09,7:00p,Charlotte Hornets,124,Cleveland Cavaliers,97,Box Score,,19432,Quicken Loans Arena,,09042019_cha_cle
2019-04-09,8:30p,Phoenix Suns,109,Dallas Mavericks,120,Box Score,,21041,American Airlines Center,,09042019_phx_dal
2019-04-09,7:00p,Memphis Grizzlies,93,Detroit Pistons,100,Box Score,,19802,Little Caesars Arena,,09042019_mem_det
2019-04-09,10:30p,Portland Trail Blazers,104,Los Angeles Lakers,101,Box Score,,18997,STAPLES Center,,09042019_por_lal
2019-04-09,7:30p,Philadelphia 76ers,99,Miami Heat,122,Box Score,,20153,AmericanAirlines Arena,,09042019_phi_mia
2019-04-09,8:00p,Toronto Raptors,120,Minnesota Timberwolves,100,Box Score,,16119,Target Center,,09042019_tor_min
2019-04-09,8:00p,Golden State Warriors,112,New Orleans Pelicans,103,Box Score,,17090,Smoothie King Center,,09042019_gs_no
2019-04-09,9:30p,Houston Rockets,111,Oklahoma City Thunder,112,Box Score,,18203,Chesapeake Energy Arena,,09042019_hou_okc
2019-04-09,9:00p,Denver Nuggets,108,Utah Jazz,118,Box Score,,18306,Vivint Smart Home Arena,,09042019_den_uta
2019-04-09,7:00p,Boston Celtics,116,Washington Wizards,110,Box Score,,20409,Capital One Arena,,09042019_bos_wsh
2019-04-10,8:00p,Indiana Pacers,135,Atlanta Hawks,134,Box Score,,17143,State Farm Arena,,10042019_ind_atl
2019-04-10,8:00p,Miami Heat,94,Brooklyn Nets,113,Box Score,,17732,Barclays Center,,10042019_mia_bkn
2019-04-10,8:00p,Orlando Magic,122,Charlotte Hornets,114,Box Score,,17719,Spectrum Center,,10042019_orl_cha
2019-04-10,10:30p,Minnesota Timberwolves,95,Denver Nuggets,99,Box Score,,16332,Pepsi Center,,10042019_min_den
2019-04-10,10:30p,Utah Jazz,137,Los Angeles Clippers,143,Box Score,OT,17655,STAPLES Center,,10042019_uta_lac
2019-04-10,8:00p,Golden State Warriors,117,Memphis Grizzlies,132,Box Score,,17794,FedEx Forum,,10042019_gs_mem
2019-04-10,8:00p,Oklahoma City Thunder,127,Milwaukee Bucks,116,Box Score,,18082,Fiserv Forum,,10042019_okc_mil
2019-04-10,8:00p,Detroit Pistons,115,New York Knicks,89,Box Score,,19812,Madison Square Garden (IV),,10042019_det_ny
2019-04-10,8:00p,Chicago Bulls,109,Philadelphia 76ers,125,Box Score,,20197,Wells Fargo Center,,10042019_chi_phi
2019-04-10,10:30p,Sacramento Kings,131,Portland Trail Blazers,136,Box Score,,19814,Moda Center,,10042019_sac_por
2019-04-10,8:00p,Dallas Mavericks,94,San Antonio Spurs,105,Box Score,,18629,AT&T Center,,10042019_dal_sa
