Date,Start (ET),Visitor/Neutral,PTS_Visitor,Home/Neutral,PTS_Home,Unnamed: 6,Unnamed: 7,Attend.,Arena,Notes,Game_Code
2018-12-15,8:30p,Chicago Bulls,98,San Antonio Spurs,93,Box Score,,18354,AT&T Center,,15122018_chi_sa
2018-12-16,3:00p,Atlanta Hawks,127,Brooklyn Nets,144,Box Score,,13955,Barclays Center,,16122018_atl_bkn
2018-12-16,3:30p,Philadelphia 76ers,128,Cleveland Cavaliers,105,Box Score,,19432,Quicken Loans Arena,,16122018_phi_cle
2018-12-16,7:00p,Sacramento Kings,120,Dallas Mavericks,113,Box Score,,19935,American Airlines Center,,16122018_sac_dal
2018-12-16,8:00p,Toronto Raptors,86,Denver Nuggets,95,Box Score,,19520,Pepsi Center,,16122018_tor_den
2018-12-16,5:00p,New York Knicks,99,Indiana Pacers,110,Box Score,,16646,Bankers Life Fieldhouse,,16122018_ny_ind
2018-12-16,7:00p,Miami Heat,102,New Orleans Pelicans,96,Box Score,,15535,Smoothie King Center,,16122018_mia_no
2018-12-16,6:00p,Los Angeles Lakers,110,Washington Wizards,128,Box Score,,20409,Capital One Arena,,16122018_lal_wsh
2018-12-17,7:00p,Milwaukee Bucks,107,Detroit Pistons,104,Box Score,,15051,Little Caesars Arena,,17122018_mil_det
2018-12-17,10:30p,Memphis Grizzlies,93,Golden State Warriors,110,Box Score,,19596,Oracle Arena,,17122018_mem_gs
2018-12-17,8:00p,Utah Jazz,97,Houston Rockets,102,Box Score,,18055,Toyota Center,,17122018_uta_hou
2018-12-17,10:30p,Portland Trail Blazers,131,Los Angeles Clippers,127,Box Score,,16030,STAPLES Center,,17122018_por_lac
2018-12-17,8:00p,Sacramento Kings,105,Minnesota Timberwolves,132,Box Score,,12417,Target Center,,17122018_sac_min
2018-12-17,7:30p,Phoenix Suns,128,New York Knicks,110,Box Score,,18437,Madison Square Garden (IV),,17122018_phx_ny
2018-12-17,8:00p,Chicago Bulls,96,Oklahoma City Thunder,121,Box Score,,18203,Chesapeake Energy Arena,,17122018_chi_okc
2018-12-17,8:30p,Philadelphia 76ers,96,San Antonio Spurs,123,Box Score,,17486,AT&T Center,,17122018_phi_sa
2018-12-18,7:30p,Washington Wizards,110,Atlanta Hawks,118,Box Score,,16489,State Farm Arena,,18122018_wsh_atl
2018-12-18,7:30p,Los Angeles Lakers,110,Brooklyn Nets,115,Box Score,,17732,Barclays Center,,18122018_lal_bkn
2018-12-18,9:00p,Dallas Mavericks,118,Denver Nuggets,126,Box Score,,15764,Pepsi Center,,18122018_dal_den
2018-12-18,7:00p,Cleveland Cavaliers,92,Indiana Pacers,91,Box Score,,15630,Bankers Life Fieldhouse,,18122018_cle_ind
2018-12-19,7:30p,Phoenix Suns,111,Boston Celtics,103,Box Score,,18624,TD Garden,,19122018_phx_bos
2018-12-19,7:00p,Cleveland Cavaliers,99,Charlotte Hornets,110,Box Score,,15179,Spectrum Center,,19122018_cle_cha
2018-12-19,8:00p,Brooklyn Nets,96,Chicago Bulls,93,Box Score,,18065,United Center,,19122018_bkn_chi
2018-12-19,8:00p,Washington Wizards,118,Houston Rockets,136,Box Score,,18055,Toyota Center,,19122018_wsh_hou
2018-12-19,8:00p,New Orleans Pelicans,115,Milwaukee Bucks,123,Box Score,,17341,Fiserv Forum,,19122018_no_mil
2018-12-19,8:00p,Detroit Pistons,129,Minnesota Timberwolves,123,Box Score,OT,15883,Target Center,,19122018_det_min
2018-12-19,7:00p,San Antonio Spurs,129,Orlando Magic,90,Box Score,,17138,Amway Center,,19122018_sa_orl
2018-12-19,7:00p,New York Knicks,109,Philadelphia 76ers,131,Box Score,,20424,Wells Fargo Center,,19122018_ny_phi
2018-12-19,10:00p,Memphis Grizzlies,92,Portland Trail Blazers,99,Box Score,,19412,Moda Center,,19122018_mem_por
2018-12-19,10:00p,Oklahoma City Thunder,132,Sacramento Kings,113,Box Score,,17583,Golden 1 Center,,19122018_okc_sac
2018-12-19,7:30p,Indiana Pacers,96,Toronto Raptors,99,Box Score,,19800,Scotiabank Arena,,19122018_ind_tor
2018-12-19,9:00p,Golden State Warriors,103,Utah Jazz,108,Box Score,,18306,Vivint Smart Home Arena,,19122018_gs_uta
2018-12-20,10:30p,Dallas Mavericks,121,Los Angeles Clippers,125,Box Score,,17528,STAPLES Center,,20122018_dal_lac
2018-12-20,8:00p,Houston Rockets,99,Miami Heat,101,Box Score,,19600,AmericanAirlines Arena,,20122018_hou_mia
2018-12-21,8:00p,Milwaukee Bucks,120,Boston Celtics,107,Box Score,,18624,TD Garden,,21122018_mil_bos
2018-12-21,7:30p,Indiana Pacers,114,Brooklyn Nets,106,Box Score,,13302,Barclays Center,,21122018_ind_bkn
2018-12-21,7:00p,Detroit Pistons,86,Charlotte Hornets,98,Box Score,,15812,Spectrum Center,,21122018_det_cha
2018-12-21,8:00p,Orlando Magic,80,Chicago Bulls,90,Box Score,,20436,United Center,,21122018_orl_chi
2018-12-21,10:30p,New Orleans Pelicans,104,Los Angeles Lakers,112,Box Score,,18997,STAPLES Center,,21122018_no_lal
2018-12-21,7:30p,Atlanta Hawks,114,New York Knicks,107,Box Score,,19080,Madison Square Garden (IV),,21122018_atl_ny
2018-12-21,10:00p,Utah Jazz,120,Portland Trail Blazers,90,Box Score,,19127,Moda Center,,21122018_uta_por
2018-12-21,10:00p,Memphis Grizzlies,99,Sacramento Kings,102,Box Score,,16369,Golden 1 Center,,21122018_mem_sac
2018-12-21,8:30p,Minnesota Timberwolves,98,San Antonio Spurs,124,Box Score,,17708,AT&T Center,,21122018_min_sa
2018-12-21,7:00p,Cleveland Cavaliers,110,Toronto Raptors,126,Box Score,,19800,Scotiabank Arena,,21122018_cle_tor
2018-12-22,8:30p,Dallas Mavericks,116,Golden State Warriors,120,Box Score,,19596,Oracle Arena,,22122018_dal_gs
2018-12-22,8:00p,San Antonio Spurs,101,Houston Rockets,108,Box Score,,18055,Toyota Center,,22122018_sa_hou
2018-12-22,5:00p,Denver Nuggets,111,Los Angeles Clippers,132,Box Score,,16571,STAPLES Center,,22122018_den_lac
2018-12-22,8:00p,Milwaukee Bucks,87,Miami Heat,94,Box Score,,19600,AmericanAirlines Arena,,22122018_mil_mia
2018-12-22,7:30p,Toronto Raptors,101,Philadelphia 76ers,126,Box Score,,20691,Wells Fargo Center,,22122018_tor_phi
2018-12-22,9:00p,Oklahoma City Thunder,107,Utah Jazz,106,Box Score,,18306,Vivint Smart Home Arena,,22122018_okc_uta
2018-12-22,7:00p,Phoenix Suns,146,Washington Wizards,149,Box Score,3OT,16571,Capital One Arena,,22122018_phx_wsh
2018-12-23,6:00p,Charlotte Hornets,103,Boston Celtics,119,Box Score,,18624,TD Garden,,23122018_cha_bos
2018-12-23,6:00p,Phoenix Suns,103,Brooklyn Nets,111,Box Score,,15310,Barclays Center,,23122018_phx_bkn
2018-12-23,6:00p,Chicago Bulls,112,Cleveland Cavaliers,92,Box Score,,19432,Quicken Loans Arena,,23122018_chi_cle
2018-12-23,4:00p,Atlanta Hawks,98,Detroit Pistons,95,Box Score,,16532,Little Caesars Arena,,23122018_atl_det
2018-12-23,8:30p,Los Angeles Clippers,127,Golden State Warriors,129,Box Score,,19596,Oracle Arena,,23122018_lac_gs
2018-12-23,5:00p,Washington Wizards,89,Indiana Pacers,105,Box Score,,17923,Bankers Life Fieldhouse,,23122018_wsh_ind
2018-12-23,9:30p,Memphis Grizzlies,107,Los Angeles Lakers,99,Box Score,,18997,STAPLES Center,,23122018_mem_lal
2018-12-23,8:00p,Minnesota Timberwolves,114,Oklahoma City Thunder,112,Box Score,,18203,Chesapeake Energy Arena,,23122018_min_okc
2018-12-23,6:00p,Miami Heat,115,Orlando Magic,91,Box Score,,18846,Amway Center,,23122018_mia_orl
2018-12-23,9:00p,Dallas Mavericks,118,Portland Trail Blazers,121,Box Score,OT,19707,Moda Center,,23122018_dal_por
2018-12-23,6:00p,New Orleans Pelicans,117,Sacramento Kings,122,Box Score,,16643,Golden 1 Center,,23122018_no_sac
2018-12-25,5:30p,Philadelphia 76ers,114,Boston Celtics,121,Box Score,OT,18624,TD Garden,,25122018_phi_bos
2018-12-25,8:00p,Los Angeles Lakers,127,Golden State Warriors,101,Box Score,,19596,Oracle Arena,,25122018_lal_gs
2018-12-25,3:00p,Oklahoma City Thunder,109,Houston Rockets,113,Box Score,,18055,Toyota Center,,25122018_okc_hou
2018-12-25,12:00p,Milwaukee Bucks,109,New York Knicks,95,Box Score,,19812,Madison Square Garden (IV),,25122018_mil_ny
2018-12-25,10:30p,Portland Trail Blazers,96,Utah Jazz,117,Box Score,,18306,Vivint Smart Home Arena,,25122018_por_uta
2018-12-26,7:30p,Indiana Pacers,129,Atlanta Hawks,121,Box Score,,15026,State Farm Arena,,26122018_ind_atl
2018-12-26,7:30p,Charlotte Hornets,132,Brooklyn Nets,134,Box Score,2OT,14309,Barclays Center,,26122018_cha_bkn
2018-12-26,8:00p,Minnesota Timberwolves,119,Chicago Bulls,94,Box Score,,21852,United Center,,26122018_min_chi
2018-12-26,8:30p,New Orleans Pelicans,119,Dallas Mavericks,122,Box Score,,20340,American Airlines Center,,26122018_no_dal
2018-12-26,7:00p,Washington Wizards,95,Detroit Pistons,106,Box Score,,17534,Little Caesars Arena,,26122018_wsh_det
2018-12-26,10:30p,Sacramento Kings,118,Los Angeles Clippers,127,Box Score,,19068,STAPLES Center,,26122018_sac_lac
2018-12-26,8:00p,Cleveland Cavaliers,87,Memphis Grizzlies,95,Box Score,,16424,FedEx Forum,,26122018_cle_mem
2018-12-26,7:30p,Toronto Raptors,106,Miami Heat,104,Box Score,,19902,AmericanAirlines Arena,,26122018_tor_mia
2018-12-26,7:00p,Phoenix Suns,122,Orlando Magic,120,Box Score,OT,16755,Amway Center,,26122018_phx_orl
2018-12-26,8:30p,Denver Nuggets,103,San Antonio Spurs,111,Box Score,,18408,AT&T Center,,26122018_den_sa
2018-12-27,10:30p,Portland Trail Blazers,110,Golden State Warriors,109,Box Score,OT,19596,Oracle Arena,,27122018_por_gs
2018-12-27,8:00p,Boston Celtics,113,Houston Rockets,127,Box Score,,18055,Toyota Center,,27122018_bos_hou
2018-12-27,8:00p,New York Knicks,96,Milwaukee Bucks,112,Box Score,,18058,Fiserv Forum,,27122018_ny_mil
2018-12-27,10:00p,Los Angeles Lakers,116,Sacramento Kings,117,Box Score,,17583,Golden 1 Center,,27122018_lal_sac
2018-12-27,10:30p,Philadelphia 76ers,114,Utah Jazz,97,Box Score,,18306,Vivint Smart Home Arena,,27122018_phi_uta
2018-12-28,7:00p,Brooklyn Nets,87,Charlotte Hornets,100,Box Score,,19411,Spectrum Center,,28122018_bkn_cha
2018-12-28,9:00p,San Antonio Spurs,99,Denver Nuggets,102,Box Score,,20076,Pepsi Center,,28122018_sa_den
2018-12-28,7:00p,Detroit Pistons,88,Indiana Pacers,125,Box Score,,17923,Bankers Life Fieldhouse,,28122018_det_ind
2018-12-28,10:30p,Los Angeles Clippers,118,Los Angeles Lakers,107,Box Score,,18997,STAPLES Center,,28122018_lac_lal
2018-12-28,8:00p,Cleveland Cavaliers,94,Miami Heat,118,Box Score,,19617,AmericanAirlines Arena,,28122018_cle_mia
2018-12-28,8:00p,Atlanta Hawks,123,Minnesota Timberwolves,120,Box Score,OT,18978,Target Center,,28122018_atl_min
2018-12-28,8:00p,Dallas Mavericks,112,New Orleans Pelicans,114,Box Score,,18364,Smoothie King Center,,28122018_dal_no
2018-12-28,7:00p,Toronto Raptors,87,Orlando Magic,116,Box Score,,18846,Amway Center,,28122018_tor_orl
2018-12-28,9:00p,Oklahoma City Thunder,118,Phoenix Suns,102,Box Score,,18055,Talking Stick Resort Arena,,28122018_okc_phx
2018-12-28,7:00p,Chicago Bulls,101,Washington Wizards,92,Box Score,,20409,Capital One Arena,,28122018_chi_wsh
2018-12-29,7:30p,Cleveland Cavaliers,108,Atlanta Hawks,111,Box Score,,16460,State Farm Arena,,29122018_cle_atl
2018-12-29,10:30p,San Antonio Spurs,122,Los Angeles Clippers,111,Box Score,,19068,STAPLES Center,,29122018_sa_lac
2018-12-29,8:00p,Boston Celtics,112,Memphis Grizzlies,103,Box Score,,17794,FedEx Forum,,29122018_bos_mem
2018-12-29,5:00p,Brooklyn Nets,115,Milwaukee Bucks,129,Box Score,,17918,Fiserv Forum,,29122018_bkn_mil
2018-12-29,7:00p,Houston Rockets,108,New Orleans Pelicans,104,Box Score,,17555,Smoothie King Center,,29122018_hou_no
2018-12-30,9:00p,Denver Nuggets,122,Phoenix Suns,118,Box Score,,14975,Talking Stick Resort Arena,,30122018_den_phx
2018-12-29,10:00p,Golden State Warriors,115,Portland Trail Blazers,105,Box Score,,19797,Moda Center,,29122018_gs_por
2018-12-29,8:00p,New York Knicks,97,Utah Jazz,129,Box Score,,18306,Vivint Smart Home Arena,,29122018_ny_uta
2018-12-29,7:00p,Charlotte Hornets,126,Washington Wizards,130,Box Score,,17197,Capital One Arena,,29122018_cha_wsh
2018-12-30,7:00p,Oklahoma City Thunder,103,Dallas Mavericks,105,Box Score,,20380,American Airlines Center,,30122018_okc_dal
2018-12-30,9:30p,Sacramento Kings,114,Los Angeles Lakers,121,Box Score,,18997,STAPLES Center,,30122018_sac_lal
2018-12-30,6:00p,Minnesota Timberwolves,113,Miami Heat,104,Box Score,,19600,AmericanAirlines Arena,,30122018_min_mia
2018-12-30,3:30p,Detroit Pistons,107,Orlando Magic,109,Box Score,,17761,Amway Center,,30122018_det_orl
2018-12-30,9:00p,Philadelphia 76ers,95,Portland Trail Blazers,129,Box Score,,19393,Moda Center,,30122018_phi_por
2018-12-30,6:00p,Chicago Bulls,89,Toronto Raptors,95,Box Score,,19800,Scotiabank Arena,,30122018_chi_tor
2018-12-31,6:00p,Orlando Magic,100,Charlotte Hornets,125,Box Score,,14694,Spectrum Center,,31122018_orl_cha
2018-12-31,7:00p,Memphis Grizzlies,101,Houston Rockets,113,Box Score,,18055,Toyota Center,,31122018_mem_hou
2018-12-31,3:00p,Atlanta Hawks,108,Indiana Pacers,116,Box Score,,17923,Bankers Life Fieldhouse,,31122018_atl_ind
2018-12-31,8:00p,Minnesota Timberwolves,114,New Orleans Pelicans,123,Box Score,,14904,Smoothie King Center,,31122018_min_no
2018-12-31,8:00p,Dallas Mavericks,102,Oklahoma City Thunder,122,Box Score,,18203,Chesapeake Energy Arena,,31122018_dal_okc
2018-12-31,9:00p,Golden State Warriors,132,Phoenix Suns,109,Box Score,,16906,Talking Stick Resort Arena,,31122018_gs_phx
2018-12-31,7:00p,Boston Celtics,111,San Antonio Spurs,120,Box Score,,18354,AT&T Center,,31122018_bos_sa
2019-01-01,9:00p,New York Knicks,108,Denver Nuggets,115,Box Score,,19520,Pepsi Center,,01012019_ny_den
2019-01-01,10:30p,Philadelphia 76ers,119,Los Angeles Clippers,113,Box Score,,17868,STAPLES Center,,01012019_phi_lac
2019-01-01,8:00p,Detroit Pistons,98,Milwaukee Bucks,121,Box Score,,17534,Fiserv Forum,,01012019_det_mil
2019-01-01,9:00p,Portland Trail Blazers,113,Sacramento Kings,108,Box Score,OT,17583,Golden 1 Center,,01012019_por_sac
2019-01-01,7:30p,Utah Jazz,116,Toronto Raptors,122,Box Score,,19800,Scotiabank Arena,,01012019_uta_tor
2019-01-02,8:00p,Minnesota Timberwolves,102,Boston Celtics,115,Box Score,,18624,TD Garden,,02012019_min_bos
2019-01-02,7:30p,New Orleans Pelicans,121,Brooklyn Nets,126,Box Score,,16890,Barclays Center,,02012019_no_bkn
2019-01-02,7:00p,Dallas Mavericks,122,Charlotte Hornets,84,Box Score,,16955,Spectrum Center,,02012019_dal_cha
2019-01-02,8:00p,Orlando Magic,112,Chicago Bulls,84,Box Score,,19013,United Center,,02012019_orl_chi
2019-01-02,7:00p,Miami Heat,117,Cleveland Cavaliers,92,Box Score,,19432,Quicken Loans Arena,,02012019_mia_cle
2019-01-02,10:30p,Oklahoma City Thunder,107,Los Angeles Lakers,100,Box Score,,18997,STAPLES Center,,02012019_okc_lal
2019-01-02,8:00p,Detroit Pistons,101,Memphis Grizzlies,94,Box Score,,14109,FedEx Forum,,02012019_det_mem
2019-01-02,9:00p,Philadelphia 76ers,132,Phoenix Suns,127,Box Score,,15226,Talking Stick Resort Arena,,02012019_phi_phx
2019-01-02,7:00p,Atlanta Hawks,98,Washington Wizards,114,Box Score,,15324,Capital One Arena,,02012019_atl_wsh
2019-01-03,10:30p,Houston Rockets,135,Golden State Warriors,134,Box Score,OT,19596,Oracle Arena,,03012019_hou_gs
2019-01-03,10:00p,Denver Nuggets,117,Sacramento Kings,113,Box Score,,17583,Golden 1 Center,,03012019_den_sac
2019-01-03,8:00p,Toronto Raptors,107,San Antonio Spurs,125,Box Score,,18354,AT&T Center,,03012019_tor_sa
2019-01-04,8:00p,Dallas Mavericks,93,Boston Celtics,114,Box Score,,18624,TD Garden,,04012019_dal_bos
2019-01-04,8:00p,Indiana Pacers,119,Chicago Bulls,116,Box Score,OT,21284,United Center,,04012019_ind_chi
2019-01-04,7:30p,Utah Jazz,117,Cleveland Cavaliers,91,Box Score,,19432,Quicken Loans Arena,,04012019_uta_cle
2019-01-04,10:30p,New York Knicks,119,Los Angeles Lakers,112,Box Score,,18997,STAPLES Center,,04012019_ny_lal
2019-01-04,8:00p,Brooklyn Nets,109,Memphis Grizzlies,100,Box Score,,16683,FedEx Forum,,04012019_bkn_mem
2019-01-04,8:00p,Washington Wizards,109,Miami Heat,115,Box Score,,19600,AmericanAirlines Arena,,04012019_wsh_mia
2019-01-04,8:30p,Atlanta Hawks,112,Milwaukee Bucks,144,Box Score,,17632,Fiserv Forum,,04012019_atl_mil
2019-01-04,8:00p,Orlando Magic,103,Minnesota Timberwolves,120,Box Score,,14355,Target Center,,04012019_orl_min
2019-01-04,9:00p,Los Angeles Clippers,121,Phoenix Suns,111,Box Score,,14764,Talking Stick Resort Arena,,04012019_lac_phx
2019-01-04,10:30p,Oklahoma City Thunder,111,Portland Trail Blazers,109,Box Score,,19393,Moda Center,,04012019_okc_por
2019-01-05,8:00p,New Orleans Pelicans,133,Cleveland Cavaliers,98,Box Score,,19432,Quicken Loans Arena,,05012019_no_cle
2019-01-05,5:00p,Charlotte Hornets,110,Denver Nuggets,123,Box Score,,19861,Pepsi Center,,05012019_cha_den
2019-01-05,7:00p,Utah Jazz,110,Detroit Pistons,105,Box Score,,17255,Little Caesars Arena,,05012019_uta_det
2019-01-05,8:30p,Toronto Raptors,123,Milwaukee Bucks,116,Box Score,,18028,Fiserv Forum,,05012019_tor_mil
2019-01-05,7:30p,Dallas Mavericks,100,Philadelphia 76ers,106,Box Score,,20656,Wells Fargo Center,,05012019_dal_phi
2019-01-05,10:00p,Houston Rockets,101,Portland Trail Blazers,110,Box Score,,19577,Moda Center,,05012019_hou_por
2019-01-05,10:00p,Golden State Warriors,127,Sacramento Kings,123,Box Score,,17583,Golden 1 Center,,05012019_gs_sac
2019-01-05,8:30p,Memphis Grizzlies,88,San Antonio Spurs,108,Box Score,,18354,AT&T Center,,05012019_mem_sa
2019-01-06,6:00p,Miami Heat,82,Atlanta Hawks,106,Box Score,,16630,State Farm Arena,,06012019_mia_atl
2019-01-06,3:30p,Brooklyn Nets,117,Chicago Bulls,100,Box Score,,19265,United Center,,06012019_bkn_chi
2019-01-06,3:30p,Orlando Magic,96,Los Angeles Clippers,106,Box Score,,16616,STAPLES Center,,06012019_orl_lac
2019-01-06,3:30p,Los Angeles Lakers,86,Minnesota Timberwolves,108,Box Score,,18978,Target Center,,06012019_lal_min
2019-01-06,7:00p,Washington Wizards,116,Oklahoma City Thunder,98,Box Score,,18203,Chesapeake Energy Arena,,06012019_wsh_okc
2019-01-06,8:00p,Charlotte Hornets,119,Phoenix Suns,113,Box Score,,13110,Talking Stick Resort Arena,,06012019_cha_phx
2019-01-06,7:30p,Indiana Pacers,105,Toronto Raptors,121,Box Score,,19800,Scotiabank Arena,,06012019_ind_tor
2019-01-07,7:30p,Brooklyn Nets,95,Boston Celtics,116,Box Score,,18624,TD Garden,,07012019_bkn_bos
2019-01-07,8:30p,Los Angeles Lakers,107,Dallas Mavericks,97,Box Score,,20354,American Airlines Center,,07012019_lal_dal
2019-01-07,7:00p,San Antonio Spurs,119,Detroit Pistons,107,Box Score,,13107,Little Caesars Arena,,07012019_sa_det
2019-01-07,8:00p,Denver Nuggets,113,Houston Rockets,125,Box Score,,18055,Toyota Center,,07012019_den_hou
2019-01-07,8:00p,Utah Jazz,102,Milwaukee Bucks,114,Box Score,,17341,Fiserv Forum,,07012019_uta_mil
2019-01-07,8:00p,Memphis Grizzlies,95,New Orleans Pelicans,114,Box Score,,14624,Smoothie King Center,,07012019_mem_no
2019-01-07,10:00p,New York Knicks,101,Portland Trail Blazers,111,Box Score,,19026,Moda Center,,07012019_ny_por
2019-01-07,10:00p,Orlando Magic,95,Sacramento Kings,111,Box Score,,15724,Golden 1 Center,,07012019_orl_sac
2019-01-08,7:00p,Indiana Pacers,123,Cleveland Cavaliers,115,Box Score,,19432,Quicken Loans Arena,,08012019_ind_cle
2019-01-08,10:30p,New York Knicks,95,Golden State Warriors,122,Box Score,,19596,Oracle Arena,,08012019_ny_gs
2019-01-08,10:30p,Charlotte Hornets,109,Los Angeles Clippers,128,Box Score,,15275,STAPLES Center,,08012019_cha_lac
2019-01-08,7:30p,Denver Nuggets,103,Miami Heat,99,Box Score,,19600,AmericanAirlines Arena,,08012019_den_mia
